식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D202-120000000-1430,피자_콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,251,,11.66,,,,2.72,,,,,,310.0,,,,,,,,,,3.99,,3,식품의약품안전처,793g,피굽남피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1431,피자_콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,248,,12.67,,,,5.33,,,,,,386.0,,,,,,,,,,4.67,,3,식품의약품안전처,712g,피자나라치킨공주,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1432,피자_콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,245,,13.31,,,,3.7,,,,,,577.0,,,,,,,,,,4.03,,3,식품의약품안전처,726g,피자마루,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1433,피자_콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,244,,11.9,,,,1.19,,,,,,405.0,,,,,,,,,,3.93,,3,식품의약품안전처,1005g,피자알볼로,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1434,피자_콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,326,,7.9,,,,3.6,,,,,,406.0,,,,,,,,,,1.9,,3,식품의약품안전처,802g,피자애,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1435,피자_콤비네이션 피자 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,244,,12.82,,,,1.15,,,,,,410.0,,,,,,,,,,3.85,,3,식품의약품안전처,620g,피자알볼로,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1436,피자_콤비네이션 피자 (XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,272,,13.16,,,,3.68,,,,,,396.0,,,,,,,,,,3.68,,3,식품의약품안전처,1140g,난타5000피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1437,피자_콤비네이션 피자 (XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,251,,16.1,,,,2.84,,,,,,381.0,,,,,,,,,,7.09,,3,식품의약품안전처,1128g,봉수아피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1438,피자_콤비네이션 피자 바이트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,243,,12.57,,,,4.64,,,,,,569.0,,,,,,,,,,4.55,,3,식품의약품안전처,891g,피자마루,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1439,피자_콤비네이션 피자 오리진 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,243,,10.98,,,,5.05,,,,,,423.0,,,,,,,,,,3.5,,3,식품의약품안전처,1066g,미스터피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1440,피자_콤비네이션 피자 오리진 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,261,,13.33,,,,4.24,,,,,,412.0,,,,,,,,,,4.85,,3,식품의약품안전처,659g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1441,피자_콤비네이션 피자 치즈캡 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,245,,12.25,,,,4.53,,,,,,449.0,,,,,,,,,,4.25,,3,식품의약품안전처,1188.,미스터피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1442,피자_콤비네이션 피자 치즈캡 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,261,,14.29,,,,3.7,,,,,,444.0,,,,,,,,,,5.29,,3,식품의약품안전처,755g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1443,피자_콤비네이션 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,226,,12.0,,,,3.0,,,,,,401.0,,,,,,,,,,4.6,,3,식품의약품안전처,1081g,따삐오,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1444,피자_콤비네이션 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,260,,13.64,10.23,,21.02,0.57,,,,,,285.0,,,,,,,,,0.0,4.55,0.11,3,식품의약품안전처,1410g,빅스타피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1445,피자_콤비네이션 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,252,,14.77,5.68,,42.61,3.98,,,,,,403.0,,,,,,,,,2.27,3.98,0.0,3,식품의약품안전처,710g,피자스쿨,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1446,피자_콰트로디트로이트 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,279,,16.16,14.14,,23.23,5.05,,,,,,424.0,,,,,,,,,25.25,6.06,0.2,3,식품의약품안전처,792g,빅스타피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1447,피자_콰트로미트 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,232,,11.93,,,,7.18,,,,,,466.0,,,,,,,,,,3.44,,3,식품의약품안전처,1020g,킹스타피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1411,피자_케이준더블쉬림프 포켓 피자 노엣지 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,235,,11.66,,,,3.37,,,,,,501.0,,,,,,,,,,2.78,,3,식품의약품안전처,563g,피자헛,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1412,피자_케이준더블쉬림프 포켓 피자 리치골드 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,258,,12.24,,,,3.65,,,,,,493.0,,,,,,,,,,4.17,,3,식품의약품안전처,1255g,피자헛,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1413,피자_케이준더블쉬림프 포켓 피자 리치골드 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,251,,12.16,,,,4.48,,,,,,495.0,,,,,,,,,,4.32,,3,식품의약품안전처,752g,피자헛,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1414,피자_케이준더블쉬림프 포켓 피자 치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,239,,12.69,,,,3.24,,,,,,535.0,,,,,,,,,,3.86,,3,식품의약품안전처,1167g,피자헛,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1415,피자_케이준더블쉬림프 피자 포켓 피자 치즈크러스트 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,247,,12.65,,,,3.01,,,,,,517.0,,,,,,,,,,4.16,,3,식품의약품안전처,681g,피자헛,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1416,피자_케이준더블쉬림프 피자 포켓 피자 콘치즈포켓 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,249,,11.05,,,,4.14,,,,,,468.0,,,,,,,,,,3.75,,3,식품의약품안전처,1216g,피자헛,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1417,피자_케이준더블쉬림프 피자 포켓 피자 콘치즈포켓 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,262,,11.68,,,,4.62,,,,,,478.0,,,,,,,,,,3.95,,3,식품의약품안전처,719g,피자헛,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1418,피자_케이준소시지 피자 (XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,262,,14.74,,,,2.32,,,,,,394.0,,,,,,,,,,5.53,,3,식품의약품안전처,1280g,봉수아피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1419,피자_케이준쉬림프골드 피자 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,242,,16.14,,,,4.02,,,,,,192.0,,,,,,,,,,3.38,,3,식품의약품안전처,1824g,임실N치즈피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1420,피자_케이준쉬림프골드 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,258,,16.05,,,,2.81,,,,,,164.0,,,,,,,,,,4.04,,3,식품의약품안전처,1330g,임실N치즈피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1421,피자_케이준쉬림프골드 피자 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,263,,16.34,,,,2.7,,,,,,167.0,,,,,,,,,,4.06,,3,식품의약품안전처,748g,임실N치즈피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1422,피자_케이준치즈후라이 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,253,,11.59,,,,2.43,,,,,,411.0,,,,,,,,,,3.0,,3,식품의약품안전처,1118g,왕손피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1423,피자_케이준포테이토쉬림프 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,293,,18.0,,,,2.0,,,,,,455.0,,,,,,,,,,4.0,,3,식품의약품안전처,1372g,업텐브로피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1424,피자_코코에그마요 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,257,,11.23,,,,5.61,,,,,,682.0,,,,,,,,,,6.42,,3,식품의약품안전처,998g,뽕뜨락피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1425,피자_코코에그마요 피자 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,267,,12.38,,,,5.87,,,,,,684.0,,,,,,,,,,7.17,,3,식품의약품안전처,614g,뽕뜨락피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1426,피자_콘 크림 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,183,,10.09,8.65,,14.99,2.31,,,,,,270.0,,,,,,,,,21.04,5.48,,3,식품의약품안전처,347g,탐앤탐스,2,수집,2022-07-13,2025-04-08,1471000,식품의약품안전처
D202-120000000-1427,피자_콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,259,,15.0,,,,6.32,,,,,,474.0,,,,,,,,,,4.74,,3,식품의약품안전처,752g,네오피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1428,피자_콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,240,,14.1,,,,2.56,,,,,,406.0,,,,,,,,,,3.85,,3,식품의약품안전처,780g,오르새피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D220-719000000-0096,기타차_캐모마일리치티 핫(HOT),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20719,기타차,2071900,해당없음,207190000,해당없음,0,해당없음,100ml,36,,0.01,0.0,,8.95,8.78,,,,,,2.0,,,,,,,,,0.0,0.0,,3,식품의약품안전처,500g,바나프레소,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1393,피자_칠리새우 피자 리코타링 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,276,,13.37,,,,5.23,,,,,,438.0,,,,,,,,,,5.81,,3,식품의약품안전처,686g,7번가피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1394,피자_칠리새우 피자 석쇠 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,271,,13.39,,,,4.46,,,,,,405.0,,,,,,,,,,4.46,,3,식품의약품안전처,896g,7번가피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1395,피자_칠리새우 피자 석쇠 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,271,,13.16,,,,4.61,,,,,,406.0,,,,,,,,,,4.61,,3,식품의약품안전처,606g,7번가피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1396,피자_칠리새우 피자 씬도우 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,300,,12.57,,,,6.01,,,,,,463.0,,,,,,,,,,7.1,,3,식품의약품안전처,732g,7번가피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1397,피자_칠리새우 피자 씬도우 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,290,,12.93,,,,5.44,,,,,,507.0,,,,,,,,,,6.8,,3,식품의약품안전처,588g,7번가피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1398,피자_칠리새우 피자 치즈링 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,268,,14.17,,,,3.94,,,,,,457.0,,,,,,,,,,4.72,,3,식품의약품안전처,1016g,7번가피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1399,피자_칠리새우 피자 치즈링 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,267,,14.12,,,,3.95,,,,,,468.0,,,,,,,,,,5.08,,3,식품의약품안전처,706g,7번가피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1400,피자_칠리쉬림프 피자 밀도우 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,106,,5.68,,,,2.02,,,,,,188.0,,,,,,,,,,2.99,,3,식품의약품안전처,950g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1401,피자_칠리쉬림프 피자 밀도우 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,71,,3.76,,,,1.35,,,,,,126.0,,,,,,,,,,2.01,,3,식품의약품안전처,548g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1402,피자_칠리쉬림프 피자 씬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,234,,13.25,,,,3.61,,,,,,376.0,,,,,,,,,,5.18,,3,식품의약품안전처,664g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1403,피자_칠리쉬림프 피자 씬 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,234,,12.9,,,,4.84,,,,,,368.0,,,,,,,,,,5.0,,3,식품의약품안전처,372g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1404,피자_칠리쉬림프 피자 씬도우 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,106,,5.67,,,,2.01,,,,,,188.0,,,,,,,,,,3.01,,3,식품의약품안전처,740g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1405,피자_칠리쉬림프 피자 씬도우 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,71,,3.78,,,,1.34,,,,,,126.0,,,,,,,,,,2.0,,3,식품의약품안전처,448g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1406,피자_캐리비안플러스 피자 (F),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,246,,15.44,,,,3.18,,,,,,186.0,,,,,,,,,,3.57,,3,식품의약품안전처,1588g,임실N치즈피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
