식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D202-120000000-1509,피자_트리플콤보 피자 씬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,228,,13.0,,,,3.0,,,,,,354.0,,,,,,,,,,4.5,,3,식품의약품안전처,800g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1510,피자_트리플콤보 피자 씬 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,231,,11.11,,,,2.78,,,,,,286.0,,,,,,,,,,5.14,,3,식품의약품안전처,432g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1511,피자_트리플콤보 피자 체다크림크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,226,,12.33,,,,4.79,,,,,,416.0,,,,,,,,,,2.81,,3,식품의약품안전처,1168g,지정환피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1512,피자_트리플콤보 피자 체다크림크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,230,,10.19,,,,4.63,,,,,,379.0,,,,,,,,,,3.24,,3,식품의약품안전처,648g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1513,피자_트리플콤보 피자 치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,222,,13.1,,,,2.76,,,,,,386.0,,,,,,,,,,2.83,,3,식품의약품안전처,1160g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1514,피자_트리플콤보 피자 치즈크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,222,,10.91,,,,2.73,,,,,,345.0,,,,,,,,,,3.09,,3,식품의약품안전처,660g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1515,피자_트리플콤보 피자 팬 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,231,,11.22,,,,2.04,,,,,,329.0,,,,,,,,,,3.27,,3,식품의약품안전처,588g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1516,피자_트리플콤보 피자 흑미스크린 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,221,,12.8,,,,4.8,,,,,,377.0,,,,,,,,,,2.8,,3,식품의약품안전처,1000g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1517,피자_트리플콤보 피자 흑미스크린 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,217,,10.47,,,,3.49,,,,,,321.0,,,,,,,,,,3.37,,3,식품의약품안전처,516g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1518,피자_트리플콤보 피자 흑미스크린치즈크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,215,,13.14,,,,4.38,,,,,,388.0,,,,,,,,,,2.77,,3,식품의약품안전처,1096g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1519,피자_트리플콤보 피자 흑미스크린치즈크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,209,,11.22,,,,3.06,,,,,,341.0,,,,,,,,,,3.27,,3,식품의약품안전처,588g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1520,피자_파스트라미 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,137,,3.57,,,,1.9,,,,,,186.0,,,,,,,,,,0.52,,3,식품의약품안전처,1769g,피자애,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1485,피자_트러플버섯 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,259,,13.45,,,,4.45,,,,,,475.0,,,,,,,,,,3.76,,3,식품의약품안전처,592g,피자마루,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1486,피자_트러플버섯 피자바이트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,253,,12.53,,,,5.37,,,,,,488.0,,,,,,,,,,4.44,,3,식품의약품안전처,757g,피자마루,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1487,피자_트러플베지테리안 피자 오리진 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,257,,12.57,,,,4.37,,,,,,507.0,,,,,,,,,,3.83,,3,식품의약품안전처,917g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1488,피자_트러플베지테리안 피자 오리진 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,243,,12.06,,,,4.26,,,,,,377.0,,,,,,,,,,3.55,,3,식품의약품안전처,562g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1489,피자_트러플베지테리안 피자 치즈캡 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,259,,13.46,,,,3.85,,,,,,525.0,,,,,,,,,,4.81,,3,식품의약품안전처,1040g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1490,피자_트러플베지테리안 피자 치즈캡 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,248,,14.02,,,,3.66,,,,,,423.0,,,,,,,,,,4.27,,3,식품의약품안전처,658g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1491,피자_트러플포테이토 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,245,,10.78,8.82,,30.39,1.96,,,,,,571.0,,,,,,,,,12.75,3.43,0.0,3,식품의약품안전처,814g,피자스쿨,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1492,피자_트리플 치즈 비프 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,303,,14.14,,,,4.76,,,,,,542.0,,,,,,,,,,3.91,,3,식품의약품안전처,1043g,유로코피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1493,피자_트리플미트 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,199,,9.12,,,,8.66,,,,,,386.0,,,,,,,,,,2.73,,3,식품의약품안전처,1270g,킹스타피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1494,피자_트리플바비큐 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,255,,14.67,,,,6.0,,,,,,578.0,,,,,,,,,,4.0,,3,식품의약품안전처,856g,피자나라치킨공주,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1495,피자_트리플콤보 피자 고구마크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,225,,11.72,,,,4.14,,,,,,352.0,,,,,,,,,,2.69,,3,식품의약품안전처,1160g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1496,피자_트리플콤보 피자 고구마크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,227,,10.19,,,,3.7,,,,,,307.0,,,,,,,,,,3.06,,3,식품의약품안전처,648g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1497,피자_트리플콤보 피자 밀스크린 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,231,,13.18,,,,3.1,,,,,,432.0,,,,,,,,,,2.79,,3,식품의약품안전처,1032g,지정환피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1498,피자_트리플콤보 피자 밀스크린 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,228,,10.23,,,,2.27,,,,,,380.0,,,,,,,,,,3.41,,3,식품의약품안전처,528g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1499,피자_트리플콤보 피자 밀스크린고구마크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,227,,12.06,,,,4.26,,,,,,404.0,,,,,,,,,,2.62,,3,식품의약품안전처,1128g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1500,피자_트리플콤보 피자 밀스크린고구마크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,224,,10.2,,,,4.08,,,,,,350.0,,,,,,,,,,3.16,,3,식품의약품안전처,588g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1501,피자_트리플콤보 피자 밀스크린체다크림크러스트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,230,,12.06,,,,4.96,,,,,,472.0,,,,,,,,,,2.77,,3,식품의약품안전처,1128g,지정환피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1502,피자_트리플콤보 피자 밀스크린체다크림크러스트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,228,,10.2,,,,4.08,,,,,,430.0,,,,,,,,,,3.27,,3,식품의약품안전처,588g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1466,피자_킹 브레드 쉬림프 골드 피자 크림치즈 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,290,,17.39,,,,4.35,,,,,,453.0,,,,,,,,,,7.61,,3,식품의약품안전처,738g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1467,피자_킹소시지 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,260,,12.72,,,,3.02,,,,,,468.0,,,,,,,,,,4.31,,3,식품의약품안전처,928g,피자스쿨,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1468,피자_킹크래미 피자 (XL),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,273,,11.56,,,,3.4,,,,,,414.0,,,,,,,,,,4.08,,3,식품의약품안전처,880g,난타5000피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1469,피자_타코골드 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,286,,16.67,,,,3.69,,,,,,643.0,,,,,,,,,,4.88,,3,식품의약품안전처,881g,피굽남피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1470,피자_탄탄불고기 피자 밀도우 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,103,,8.19,,,,2.88,,,,,,230.0,,,,,,,,,,2.23,,3,식품의약품안전처,860g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1471,피자_탄탄불고기 피자 밀도우 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,68,,5.44,,,,1.93,,,,,,154.0,,,,,,,,,,1.48,,3,식품의약품안전처,540g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1472,피자_탄탄불고기 피자 씬도우 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,103,,8.19,,,,2.87,,,,,,230.0,,,,,,,,,,2.22,,3,식품의약품안전처,650g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1473,피자_탄탄불고기 피자 씬도우 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,68,,5.46,,,,1.91,,,,,,154.0,,,,,,,,,,1.48,,3,식품의약품안전처,440g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1474,피자_탑치즈 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,327,,17.67,,,,4.05,,,,,,476.0,,,,,,,,,,4.41,,3,식품의약품안전처,760g,피자탑,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1475,피자_탑콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,219,,10.02,,,,3.46,,,,,,345.0,,,,,,,,,,2.44,,3,식품의약품안전처,962g,피자탑,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1476,피자_통마늘 불고기 피자 밀도우 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,104,,7.37,,,,2.98,,,,,,197.0,,,,,,,,,,2.34,,3,식품의약품안전처,820g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1477,피자_통마늘 불고기 피자 밀도우 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,70,,4.91,,,,1.96,,,,,,131.0,,,,,,,,,,1.55,,3,식품의약품안전처,530g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1478,피자_통마늘 불고기 피자 씬도우 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,105,,7.35,,,,2.96,,,,,,197.0,,,,,,,,,,2.35,,3,식품의약품안전처,610g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1479,피자_통마늘 불고기 피자 씬도우 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,70,,4.9,,,,1.97,,,,,,131.0,,,,,,,,,,1.56,,3,식품의약품안전처,430g,피자파는집,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1480,피자_통마늘불고기 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,244,,11.58,,,,6.27,,,,,,300.0,,,,,,,,,,1.87,,3,식품의약품안전처,1070g,반올림피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1481,피자_통마늘불고기 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,184,,11.74,,,,2.85,,,,,,295.0,,,,,,,,,,2.2,,3,식품의약품안전처,1045g,피자탑,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1482,피자_통새우불고기 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,219,,13.33,,,,5.33,,,,,,405.0,,,,,,,,,,4.67,,3,식품의약품안전처,856g,피자나라치킨공주,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1483,피자_투움바파스타 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,233,,10.68,,,,3.61,,,,,,399.0,,,,,,,,,,4.22,,3,식품의약품안전처,768g,피자마루,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1484,피자_투움바파스타 피자바이트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,233,,10.42,,,,4.51,,,,,,423.0,,,,,,,,,,4.69,,3,식품의약품안전처,933g,피자마루,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1448,피자_콰트로 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,227,,11.39,,,,4.1,,,,,,322.0,,,,,,,,,,3.53,,3,식품의약품안전처,1020g,뽕뜨락피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1449,피자_콰트로 피자 (M),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,236,,12.83,,,,4.27,,,,,,325.0,,,,,,,,,,4.23,,3,식품의약품안전처,627g,뽕뜨락피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1450,피자_크런치골드 피자 씬 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,250,,12.16,,,,3.38,,,,,,363.0,,,,,,,,,,4.93,,3,식품의약품안전처,1184g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1451,피자_크런치골드 피자 씬 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,251,,12.17,,,,3.48,,,,,,360.0,,,,,,,,,,4.87,,3,식품의약품안전처,690g,지정환피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1452,피자_크레이지불새 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,241,,15.29,,,,5.14,,,,,,642.0,,,,,,,,,,3.61,,3,식품의약품안전처,834g,피자마루,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1453,피자_크로스포테이토 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,263,,12.19,,,,3.36,,,,,,232.0,,,,,,,,,,3.0,,3,식품의약품안전처,871g,피굽남피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1454,피자_크리스피핫치킨 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,255,,17.17,,,,4.19,,,,,,355.0,,,,,,,,,,2.76,,3,식품의약품안전처,783g,피굽남피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1455,피자_크림치즈고구마 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,288,,19.0,,,,4.0,,,,,,375.0,,,,,,,,,,4.0,,3,식품의약품안전처,1290g,업텐브로피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1456,피자_클래식치즈 피자,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,279,,14.71,,,,4.64,,,,,,456.0,,,,,,,,,,4.22,,3,식품의약품안전처,250g,고피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1457,피자_킹 브레드 쉬림프 골드 피자 골드 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,233,,13.38,,,,3.71,,,,,,416.0,,,,,,,,,,5.68,,3,식품의약품안전처,1293.,미스터피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1458,피자_킹 브레드 쉬림프 골드 피자 골드 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,280,,17.39,,,,4.35,,,,,,470.0,,,,,,,,,,7.61,,3,식품의약품안전처,738g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1459,피자_킹 브레드 쉬림프 골드 피자 노엣지 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,229,,13.74,,,,3.03,,,,,,420.0,,,,,,,,,,5.02,,3,식품의약품안전처,1130g,미스터피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1460,피자_킹 브레드 쉬림프 골드 피자 노엣지 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,242,,16.22,,,,2.7,,,,,,411.0,,,,,,,,,,5.95,,3,식품의약품안전처,738g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1461,피자_킹 브레드 쉬림프 골드 피자 에그타르트 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,239,,12.54,,,,5.36,,,,,,374.0,,,,,,,,,,5.82,,3,식품의약품안전처,1293.,미스터피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1462,피자_킹 브레드 쉬림프 골드 피자 에그타르트 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,287,,16.3,,,,5.43,,,,,,422.0,,,,,,,,,,7.61,,3,식품의약품안전처,738g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1463,피자_킹 브레드 쉬림프 골드 피자 치즈캡 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,233,,14.68,,,,2.73,,,,,,445.0,,,,,,,,,,5.59,,3,식품의약품안전처,1252.,미스터피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D202-120000000-1464,피자_킹 브레드 쉬림프 골드 피자 치즈캡 (R),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,245,,17.31,,,,2.88,,,,,,443.0,,,,,,,,,,6.73,,3,식품의약품안전처,834g,미스터피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1465,피자_킹 브레드 쉬림프 골드 피자 크림치즈 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,234,,12.34,,,,4.25,,,,,,388.0,,,,,,,,,,5.96,,3,식품의약품안전처,1339.,미스터피자,2,수집,2023-10-31,2025-04-08,1471000,식품의약품안전처
D220-719000000-0097,기타차_피치망고 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,20,음료 및 차류,20719,기타차,2071900,해당없음,207190000,해당없음,0,해당없음,100ml,1,,0.0,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,3,식품의약품안전처,946g,아임일리터,2,수집,2023-06-30,2025-04-08,1471000,식품의약품안전처
D202-120000000-1429,피자_콤비네이션 피자 (L),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,2,빵 및 과자류,2120,피자,212000,해당없음,21200000,해당없음,0,해당없음,100g,262,,15.5,,,,3.42,,,,,,450.0,,,,,,,,,,6.38,,3,식품의약품안전처,1053g,왕손피자,2,수집,2022-10-30,2025-04-08,1471000,식품의약품안전처
